ConditionName,Outcome,CountryName,Admin1ISO,Date,SourceName,CountValue
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-08-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",630.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-08-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",497.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-08-31,"United States Centers for Disease Control and Prevention, COVID-19 Response",458.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",614.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",456.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",693.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",819.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",776.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",512.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",764.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",356.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",336.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",503.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",646.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",809.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",577.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",536.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",599.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",643.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",631.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",543.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",682.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",412.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",412.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",344.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",385.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",503.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",559.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",613.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",431.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",477.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",431.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-09-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",414.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",785.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",712.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",597.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",471.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",501.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",413.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",460.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",761.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",734.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",636.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",562.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",504.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",482.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",575.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",630.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",781.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",798.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",530.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",497.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",590.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",492.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",743.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",712.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",796.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",792.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",565.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",897.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",684.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",962.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",927.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-10-31,"United States Centers for Disease Control and Prevention, COVID-19 Response",967.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",864.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",850.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",771.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",1000.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",1198.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",1541.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",1410.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",1081.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",1375.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",1338.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",1714.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",1477.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",1869.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",2321.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",1840.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",1726.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",2149.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",2018.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",2910.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",2353.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",2885.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",2168.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",1658.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",1667.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",2697.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",2319.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",2378.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",1590.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",1999.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-11-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",1923.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",2765.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",2220.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",2044.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",3792.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",3193.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",2643.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",2302.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",2632.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",2692.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",3202.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",2616.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",3538.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",2638.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",2314.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",2401.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",2405.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",2217.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",2569.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",2201.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",2054.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",2265.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",2324.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",2465.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",2866.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",2432.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",2280.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",1758.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",1985.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",1878.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",2628.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2020-12-31,"United States Centers for Disease Control and Prevention, COVID-19 Response",2973.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",3557.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",2952.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",2148.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",2483.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",1956.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",3146.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",2970.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",3732.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",3758.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",3310.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",3012.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",2665.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",2516.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",2948.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",2924.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",3292.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",2414.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",1769.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",1972.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",2167.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",2166.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",2396.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",2392.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",2145.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",1686.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",1482.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",1939.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",2190.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",1880.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",2097.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-01-31,"United States Centers for Disease Control and Prevention, COVID-19 Response",1747.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",1163.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",905.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",942.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",1554.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",1547.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",1500.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",1566.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",903.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",976.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",1137.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",1199.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",1112.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",1159.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",847.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",722.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",516.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",759.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",986.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",1008.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",763.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",618.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",611.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",662.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",862.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",976.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",970.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",836.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-02-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",827.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",603.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",468.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",786.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",809.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",913.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",932.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",709.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",716.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",631.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",900.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",924.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",990.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",1101.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-MD,2021-03-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",860.0
